class,text
NEG,يابجاحتك
NEG,اللي اختشوا ماتوا
NEG,تطفح من مجاري الصرف الصحي
NEG,الدولة الفاشلة
NEG,قرارهم في الاساس مقاطعه عاديه
NEG,شرارة
NEG,الشباب في السجون والقهاوي
NEG,الشتيمه و الكلام الفاضى
NEG,الجيش الاسرائيلي
NEG,قناة الفتنة
NEG,لعنة الفراعنة
NEG,إسرائيل
NEG,المطبخ السياسي مكركب و الطعام سيئ المذاق و الرائحة و الزبالة تملأ أركانه
NEG,مشوا ورا اشاعات
NEG,صحاب فتنة
NEG,ولاد الناس انقرضوا للاسف
NEG,قطع_العلاقات
NEG,فشل الهوية
NEG,شعب فقير خانع يأكل من القمامة
NEG,أشد كفرا و نفاقا
NEG,يد الإرهاب القذرة
NEG,الخراب والحروب
NEG,كثر فداحة
NEG,القيادات الفاسدة
NEG,القيادات المهترئه المنتهية الصلاحية
NEG,احنا ملناش عيش فى البلد
NEG,حرمونا من التصفيات
NEG,الخائن باع
NEG,فضيحه اخرى من فضائح المؤتمر
NEG,منتدى_فشنك
NEG,الاستغباء
NEG,تغدر أحد أو تخون أحد لكن شتمت شرفاء مصر
NEG,لفساد الحوثه
NEG,اليهود الصهاينه وراء كل المؤامرات
NEG,قلب موجوع
NEG,بيموتوا من الجوع
NEG,جحيم النار
NEG,مزعج
NEG,عالم وسخة
NEG,اختلقوا أزمة جديدة مع مصر ثم أزمة داخلية
NEG,العار والخيانة
NEG,جلبتم الدمار والخراب والموت
NEG,هزمت لما أنت اتسجنت
NEG,أسوأ شيء
NEG,الكذب والتزوير للحقائق
NEG,النعرات الطائفية
NEG,انخفاض سعر صرف الجنيه
NEG,ماحدش واخد باله
NEG,بيمص دم المصريين
NEG,أزمة عرت الجزيرة
NEG,الاموال التي تهدر
NEG,الاعتداء_علي_مواطن
NEG,لارهاب و الجماعات المنحطه المنحرفه
NEG,تفكك منظومة
NEG,لعنه
NEG,مؤامرة صهيونيه وامريكية
NEG,الفساد والخراب
NEG,انبطح
NEG,القلب يبكى
NEG,شلل رباعى
NEG,بيفقعون مرارتي
NEG,مصابة بسرطان وساخة
NEG,حملة قمعية وحشية
NEG,داخلين على أيام سوده
NEG,يمرمطنا
NEG,قتلهم داعش
NEG,الاٍرهاب و الحروب و الخراب و الديكتاتوريات
NEG,استيلاء على اراضى المواطنين
NEG,بيعتقل وبيقتل في شباب
NEG,القذارة خلال السنوات الفائتة من مجرمي التعذيب والفساد والاستبداد
NEG,غباء منقطع
NEG,حادث
NEG,النقد والهجوم
NEG,مجاعة
NEG,اللي انقح ويغيظ اكتر
NEG,مستفز
NEG,عندما تتحدث العاهره عن الشرف
NEG,مقاطعة دول
NEG,قذارة
NEG,فخ كبير
NEG,تشن حربا
NEG,كم هي قاسية #كرة_القدم
NEG,أجبن وأحقر من كدا بكتير سافله
NEG,أختلف معاك
NEG,النار تاكلك
NEG,هيهزم هزيمه ساحقه
NEG,العار
NEG,ابن اليهودية
NEG,فرط
NEG,سهوكة
NEG,قطع لسان
NEG,الاكاذيب و الانحطاط الاخلاقي و القذاره الفكرية
NEG,اجهضوا
NEG,سيدمرهم
NEG,كانوا سيئين جدا
NEG,منبع الارهاب
NEG,مقاطعه
NEG,خونة
NEG,حميرومرتزقه
NEG,السب والشتم والكذب
NEG,بلد فقير
NEG,فرطت في أرضنا
NEG,قفلت المصانع وهدمت بيوت
NEG,بنيت سجون
NEG,تآمرت علي احلامنا
NEG,النظام فشل
NEG,الخاين العميل
NEG,انسان منافق
NEG,سوء أداء الحكومات
NEG,سبب تدمير
NEG,الاستعمار
NEG,تدمير البنيه التحتيه
NEG,خسائر الناتج المحلي
NEG,قتيل وجريح
NEG,عاطل عن العمل
NEG,اتهامات متبادله
NEG,ده بيخرف
NEG,المؤمرات متوالية
NEG,عصيان و تمرد
NEG,النار والدمار
NEG,خراب البلاد
NEG,تشتيت العباد
NEG,التجويع والتقشف
NEG,الهبل السياسي
NEG,غناء و رقص
NEG,الغلاء الفاحش
NEG,الاستبداد
NEG,مؤامرة كبيرة
NEG,تحرج نفسك
NEG,يسقط حكم العسكر
NEG,جهل
NEG,الثورات المضادة
NEG,الدم شغال زى الشلال
NEG,شباب متغرب
NEG,طالع عين اهله
NEG,استعباد
NEG,مستعبدين
NEG,مريح دماغه
NEG,تمرد في الجنوب
NEG,ريحة الدم والارهاب
NEG,مشاكل البنوك
NEG,معندناش
NEG,المخزي
NEG,بهدد بالانسحاب
NEG,عريان الطيز
NEG,الانحطاط
NEG,أزمة إلى أزمة
NEG,من فشل إلى فشل
NEG,خبيث ودنيئ
NEG,عقول فارغه
NEG,نكسة
NEG,اكذوبة
NEG,مهزلة
NEG,هدر الدماء والمال
NEG,شاغل نفسه
NEG,الخيانه والقتل
NEG,تبيع البلد
NEG,الاطاحه بهم
NEG,قناة كذابه تزرع الفتن
NEG,ينكر ذلك
NEG,دعوات زائفه
NEG,خدعه
NEG,الكل_بيشحت
NEG,حصار
NEG,اعتقال المشايخ
NEG,اعتقال الامراء
NEG,منع
NEG,الخسه
NEG,دمار البلاد
NEG,سفك الدماء
NEG,انهيار الاقتصاد
NEG,استيلاء الخوارج
NEG,ازدياد الفساد
NEG,تهجير الشعوب
NEG,الاتجار بالبشر
NEG,كذبكم ودجلكم
NEG,شيء يقهر
NEG,تخرف
NEG,المرتزقة والمحرضين
NEG,التطرف والفوضى
NEG,الهجوم الشرس
NEG,الكيد والدمار
NEG,زمرة الشيطان
NEG,أهل الضلال والنفاق
NEG,يخدعون اصحاب العقول التالفة
NEG,معندناش
NEG,تمويل الارهاب
NEG,زرع الفتنه
NEG,المنافقين والمتلونين
NEG,الصراع والفوضي
NEG,بكي ونتالم
NEG,مقهورة مظلومة
NEG,البكاء والحزن
NEG,مال حرام
NEG,إعدموا
NEG,إعدام
NEG,جهلاء
NEG,خربت الاقتصاد
NEG,قناة التحريض والفتنة
NEG,هجر وقتل
NEG,سجن وقتل المصريين
NEG,خرب ودمر الاقتصاد
NEG,قتل ودمار وسرقه أرضنا
NEG,الفتي والكلام الاهبل
NEG,الفقر والمذلة
NEG,اغتيالات و هروب و لجوء و هيصه
NEG,مفبركة
NEG,إشعال فتنة مذهبية
NEG,الصايعيين والبلطجية
NEG,قتلى ومشردين
NEG,نبذ الكراهية
NEG,انشغال الناس
NEG,الله يلعن اللي انشأ الربيع العربي الكاذب اللي اوهم فيه الناس وخلاهم يدمرو اوطانهم
NEG,الدم والدمار والقتل
NEG,محاولة اغتيالة
NEG,الفتن و الأهواء
NEG,ريحة فساد واستيلاء
NEG,رخم وسئيل ودمك تقيل زي أبوك
NEG,ينزف ويستنزف
NEG,فشل ذريع
NEG,قاتل
NEG,خاين
NEG,المرتزقة و الإرهابيين و المجرمين
NEG,رفع الدعم
NEG,البلد مديونة
NEG,اغتصاب البنات
NEG,التطبيع مع اليهوديه
NEG,باع القضيه
NEG,بنشحت
NEG,دمر السياحة
NEG,اعلانات الشحاته
NEG,تم اغتياله معنويًا
NEG,فرط في الغاز
NEG,يا اولاد المتناكة
NEG,همج رعاع
NEG,أزمة غير مسبوقة
NEG,احتياجات الأسر المنكوبة
NEG,الحكومة ما بتعملش حاجة للشعب الفقير
NEG,الاقتصاد في البلد واقف على الشلل الكامل
NEG,السلطة مش عاوزة تسمح للمعارضة بالتعبير عن رأيها
NEG,الخدمات الصحية في البلد سيئة جداً ومش متاحة للجميع
NEG,الفساد الإداري في الحكومة مستمر ومنتشر بشكل واسع
NEG,الجهات الأمنية بتستخدم القوة المفرطة ضد المواطنين العاديين
NEG,الوضع الأمني في البلد متدهور وغير مستقر
NEG,الأمور الاجتماعية في البلد تعاني من الكثير من المشاكل
NEG,المدارس الحكومية في البلد سيئة جداً ولا توفر التعليم الجيد للطلاب
NEG,البطالة في البلد ارتفعت بشكل كبير في السنوات الأخيرة
NEG,الطقس الحار في الصيف مش بيساعد في الاستمتاع بالحياة
NEG,الانتخابات الأخيرة كانت مزورة ولا تعبر عن إرادة الشعب الحقيقية
NEG,الضرائب المفروضة على المواطنين في البلد مرتفعة جداً
NEG,الخدمات المتوفرة في الريف ضعيفة جداً ولا تلبي احتياجات السكان
NEG,الانقسامات السياسية والفرقة الوطنية تؤثر بشكل سلبي على البلد
NEG,الأسعار في السوق تزيد بشكل مستمر وما بيتقدرش الواحد يشتري حاجة
NEG,البيروقراطية والإجراءات الحكومية المعقدة تعيق الأعمال التجارية وتثقل على المواطنين
NEG,المصالح الشخصية تسبب الكثير من المشاكل والصراعات في الحكومة
NEG,الفساد في المجتمع متفشي ويؤثر على النظام العام
NEG,الوضع الاقتصادي في البلد يسير نحو الانهيار التام
NEG,الأوضاع الأمنية في البلد سيئة جداً وغير مستقرة
NEG,النظام السياسي في البلد فاسد ولا يوجد فيه عدالة
NEG,البيئة في البلد تتدهور بشكل مستمر ويجب اتخاذ إجراءات سريعة لحمايتها
NEG,الإعلام في البلد غير حر ويتحكم فيه الحكومة
NEG,التعليم في البلد سيئ جداً ولا يوفر فرصاً حقيقية للطلاب
NEG,الحرية الدينية في البلد محدودة جداً ويتعرض المسلمون للتمييز
NEG,النقل العام في البلد غير موثوق ويعاني من الازدحام والتأخير
NEG,العدالة في البلد غير موجودة ويتم التعامل بشكل غير عادل مع المواطنين
NEG,الفساد في الشركات الخاصة والمؤسسات يؤثر على الاقتصاد والنظام الاجتماعي بشكل كبير
NEG,القوانين في البلد لا تحمي حقوق الأقليات والمجتمع المدني
NEG,الحرية الفردية في البلد تحت الضغط ويتعرض المدافعون عن حقوق الإنسان للاضطهاد
NEG,الأماكن العامة في البلد غير نظيفة وتفتقر إلى الصيانة اللازمة
NEG,الأزمة البيئية في البلد متفاقمة ولا تتم معالجتها بشكل جدي
NEG,الأحياء الفقيرة في البلد تعاني من ظروف صعبة ولا يتم توفير الخدمات الأساسية لها
NEG,الفساد في الأجهزة الأمنية يؤثر على الحريات الفردية وحقوق الإنسان
NEG,العنصرية في البلد متفشية ويعاني الأقليات من التمييز والاضطهاد
NEG,الخدمات الطبية في البلد غير كافية وتفتقر إلى الجودة المطلوبة
NEG,الفقر والبطالة في البلد يتزايدان بشكل مستمر
NEG,الفساد في الحكومة يؤثر على التنمية والاستقرار الاقتصادي
NEG,العلاقات الدبلوماسية للبلد تعاني من الضعف وتفتقر إلى القوة والتأثير
NEG,السياسات الاجتماعية في البلد لا تلبي احتياجات المجتمع
NEG,الوضع العام لحقوق المرأة في البلد يتطلب تحسيناً كبيراً
NEG,الانتهاكات الحقوقية في البلد تتزايد ويتعرض النشطاء للاضطهاد
NEG,العنف والجريمة في البلد يتزايدان وتتطلب إجراءات أمنية صارمة
NEG,الاقتصاد السوداء في البلد يسيطر عليه الفساد ويؤثر على الاقتصاد الرسمي
NEG,الهجرة غير الشرعية من البلد تسبب مشاكل للمجتمع وللدولة المقصدة
NEG,الفساد في قطاعات الطاقة والمياه يؤثر على الاستدامة البيئية
NEG,النظام القضائي في البلد ضعيف ولا يوفر العدالة بشكل كافي
NEG,الرصد الصحي في البلد غير كافي ويتطلب تعزيزاً وتحسيناً
NEG,الإهمال الحكومي للمدن والمناطق النائية يتسبب في الظلم الاجتماعي
NEG,السياسات الزراعية في البلد لا تدعم المزارعين وتفتقر إلى الفعالية
NEG,التلوث الصناعي في البلد يهدد صحة المواطنين والبيئة
NEG,الاستقرار السياسي في البلد يعاني من الضعف
NEG,بعض القصائد الشعرية لا تحتوي على معانٍ عميقة ولا تثير اهتمام القارئ
NEG,يعاني بعض الشعراء من نقص في الإلمام باللغة العربية الفصحى، مما يؤثر على جودة قصائدهم
NEG,بعض القصائد تعتمد على الرنة والوزن وتفتقر للإبداع والتجديد في التعبير
NEG,بعض الشعراء يستخدمون المفردات المبهمة والغامضة بشكل مفرط، مما يجعل فهم القصيدة صعباً
NEG,الشعر الحديث قد يعاني من عدم القدرة على التواصل مع الجمهور الشعري التقليدي
NEG,يعتبر الشعر بعض الأحيان صعباً للفهم وقد يتطلب فهماً عميقاً للثقافة والتاريخ
NEG,بعض القصائد يعاني من نقص في الترتيب النحوي والصرفي والإملائي، مما يؤثر على جودة القصيدة
NEG,قد يفتقر الشعر إلى التجديد والابتكار والابتعاد عن المألوف والتكرار
NEG,يعاني الشعر المعاصر من قلة الاهتمام بالموضوعات الاجتماعية والسياسية والثقافية الحديثة
NEG,بعض الشعراء يستخدمون أساليب التأثير الانفعالية الزائدة في قصائدهم، مما يؤثر على صدقية القصيدة
NEG,الحياة دي مليئة بالمشاكل والهموم والأحزان
NEG,الناس دي بتكون حقودة وماشية في الدنيا بنفسجية
NEG,الوضع ديماً سيء ومافيش أي تحسن يذكر
NEG,الدنيا دي بتكون مليئة بالتعاسة والتعب والإحباط
NEG,الناس دي بتكون مكروهة وما بتخلي حد يعيش حياته بسلام
NEG,الأوضاع الاقتصادية دي بتكون بشعة وبتفتكر الناس من جوانب كتير
NEG,الأمور دي مفروض تكون سهلة بس دايماً بتبقى صعبة ومعقدة
NEG,الناس دي بتكون غير مبالية ومش مهتمة بشئون الآخرين
NEG,الأحداث اللي بتحصل دي بتكون دايماً سلبية ومحبطة وما فيهاش أي شئ إيجابي
NEG,الناس دي بتكون معاكسة ومش بتساعد حد ولا بتعمل حاجة إيجابية
NEG,الحياة دي بتكون مليئة بالفشل والخيبة واليأس
NEG,الناس دي بتكون بخيلة وما بتعطي حد حقه
NEG,العالم دي بيكون مليء بالفساد والظلم والإثم
NEG,الناس دي بتكون كاذبة ومش صادقة وما بتعرفش تقدر الصدق والأمانة
NEG,الوضع دي بيكون دايماً غير مستقر ومفيهوش أمان
NEG,مش عايز أتعرف على حد
NEG,الحياة دي مليئة بالمصايب والغدر
NEG,الواحد مش عارف يثق في حد
NEG,مفيش حد بيفهمني أو يسمعني
NEG,كل حاجة بتزعجني ومبتفرقش
NEG,مفيش حاجة بتسير على ما أريد
NEG,الدنيا دي مش بتاعة حد
NEG,مش عارف أعمل حاجة صح
NEG,الناس كلها كدابة وخداعة
NEG,الحياة دي مليئة بالألم والأحزان
NEG,ما فيش حد بيساعدني في اللي عايزه
NEG,الناس كلها بتشغل بالها بأموري ومشاكلي مش مهمة ليهم
NEG,مفيش حد بيحترمني أو يقدرني
NEG,الواحد بيتعرض للظلم والاضطهاد بشكل دائم
NEG,البعض بيحاول يضربك بالكلام السيء والإساءة
NEG,الحياة دي مليئة بالعقبات والصعوبات ومفيش حد بيساعدك على تخطيها
NEG,الناس كلها بتفكر في مصالحها الشخصية ومش مهتمة بمشاكل الآخرين
NEG,المجتمع مش بيحترم الناس اللي مختلفة عنه
NEG,الناس بتكذب وتتلاعب في الحقائق
NEG,الحياة دي مليئة بالقلق والتوتر ومفيش حد بيقدر يخفف عنك منه
NEG,سمج
NEG,الواحد يدخل الجامعة وبيلاقيها زحمة وتدافع ومفيش مكان يجلس فيه
NEG,الدكاترة بيشرحوا الدروس بسرعة جدًا والطلاب مش بيقدروا يتابعوا
NEG,فيه حالات تغيب وغش كتير بيحصلوا في الجامعات بسبب النظام الفاسد
NEG,المعامل والورش في الجامعات مش بيكون فيها معدات كافية وبيتم تجاهل طلبات تحديثها
NEG,الحياة الطلابية بتبقى صعبة جدًا بسبب ضعف المرافق والخدمات المتاحة
NEG,الدكاترة في بعض الجامعات بيكونوا عندهم نفس الدروس اللي هم بيشرحوها من 20 سنة ومش عايزين يحدثوا
NEG,فيه دكاترة بيدرسوا مادة غير مجالهم وميعرفوش يشرحوا صح، ويتعاملوا مع الطلاب بطريقة مهينة
NEG,بعض الدكاترة بيهينوا الطلاب في الحصص ومش بيحترموا حقوقهم، ولا يهتموا بتوصيل المعلومة بشكل جيد
NEG,فيه دكاترة مش بيحضروا للحصص بشكل مستمر وبيتركوا الطلاب يملوا الوقت بدون ما يتعلموا حاجة
NEG,بعض الدكاترة مش بيديوا شرح كافي ولا بيحضروا نماذج امتحانات وكدا، والطالب مش عارف يذاكر إزاي ويتعامل مع الموضوع
NEG,النظام الصحي في مصر فاشل ومفيش اهتمام بصحة المواطنين
NEG,المستشفيات مليانة بالزحمة والانتظار ومش بتوفر مستلزمات العلاج اللازمة
NEG,الأدوية مش بتتوفر في الصيدليات ولو توفرت بتكون بأسعار مرتفعة جدًا
NEG,النظام الصحي في مصر بطيء جدًا ومش بيتعامل مع المرضى بطريقة إنسانية
NEG,فيه تقصير كبير في توفير الرعاية الصحية للمرضى وبيتعرضوا للإهمال
NEG,العيادات الخاصة في مصر بتبيع الأدوية بأسعار مرتفعة ومش بتوفر رعاية صحية للمواطنين
NEG,المرضى بيتعرضوا للتجاهل في بعض المستشفيات وبيتركوا يعانوا بدون علاج
NEG,فيه قلة في عدد الأطباء والممرضين بالنسبة لعدد المرضى، اللي بيؤثر على جودة الرعاية الصحية
NEG,فيه تأخير في الكشف الطبي والعلاج وبيؤدي إلى تفاقم المشاكل الصحية
NEG,المستشفيات والمراكز الصحية في مصر مليانة بالفساد والرشوة وبيؤثر على الخدمات الصحية المتاحة
NEG,أغلب الشباب في مصر مش بيحضروا الصلاة إلا في العيد بس
NEG,الكتابة على الجدران والتلويث في المساجد دليل على ضعف المستوى الديني للشباب
NEG,في المدارس الدينية، الشباب بيحفظوا القرآن بس مش بيفهموه
NEG,الشباب بيتجنبوا الحديث عن الدين عشان مش عندهم اهتمام بيه
NEG,الشباب بيتعلموا عن الدين من فيديوهات اليوتيوب بدل ما يروحوا الى المسجد
NEG,الشباب في مصر بيعملوا حاجات زي السهر والخمرة والمخدرات ومش بيهتموا بالدين
NEG,بيشتموا وبيسبوا بعضهم البعض ومش عارفين إن ده حرام
NEG,فيه شباب بيشتغلوا في الكازينو والملاهي الليلية وده يعتبر خلاف لتعاليم الدين
NEG,الشباب بيعملوا حاجات مشروعة وعادية زي السفر والسهر والترفيه بس مش بيهتموا بالدين
NEG,الشباب في مصر بيحاولوا يظهروا على أنهم متدينين بس على أرض الواقع مش كده
NEG,التعصب الكروي في مصر بيخلينا ننسى إننا إخوة ونتقاتل على فرق كورة
NEG,مصر بتتعصب على كورة أكتر مما بتتعصب على السياسة
NEG,التعصب الكروي في مصر بينقسم الناس وبيخلي الهوية الوطنية بتاعتنا تتلاشى
NEG,مش هينفع ننسى كل الأخبار الحلوة بسبب فريق كورة واحد
NEG,التعصب الكروي في مصر بيخلي الناس تحكم على بعضها بس بناء على فريق كورة مفضل ليها
NEG,التعصب الكروي في مصر بيسبب اضطراب في الشوارع والمدن
NEG,في مصر، بيحصل مشاجرات وعنف بين المشجعين بسبب التعصب الكروي
NEG,التعصب الكروي في مصر بيؤثر على الأداء الاقتصادي والتطور الاجتماعي
NEG,من الأحسن إننا نركز على النواحي الإيجابية في الرياضة بدل ما ندور في دوامة التعصب الكروي
NEG,التعصب الكروي في مصر بيعمل على تفرق المجتمع وعدم التضامن والتعاون بين الناس
NEG,الإزدحام في مصر بيزهق النفس وبيجيب جراح كتير
NEG,كتر الزحمة في مصر بتعرقل الحركة وبتعمل المواطنين مش عارفين يوصلوا للشغل في الوقت المحدد
NEG,الإزدحام في مصر بيخلي الناس يتعرضوا للكتير من المشاكل، زي النزاعات والاحتكاكات والسرقات
NEG,الزحمة في مصر بتسبب شعور بالإحباط والضيق والاكتئاب لدى الكثير من الناس
NEG,الإزدحام في مصر بيخلي المواطنين يقضوا ساعات طويلة في الطرقات وبيؤثر على حياتهم الاجتماعية والصحية
NEG,الزحمة في مصر بتخلي الناس يتعرضوا للحوادث المرورية بشكل كبير
NEG,الإزدحام في مصر بيؤثر سلبًا على اقتصاد البلد وبيسبب تأخر في الإنتاجية
NEG,الزحمة في مصر بتخلي الناس يضيعوا الكتير من الوقت والجهد في التنقل والانتقال من مكان لآخر
NEG,الإزدحام في مصر بيخلي الناس يشعروا بعدم الأمان والقلق والخوف من الاختناقات المرورية والحوادث
NEG,الزحمة في مصر بتسبب تلوثاً بيئياً وتأثيراً سلبياً على الصحة العامة للمواطنين
POS,أهنئ الدكتور أحمد جمال الدين، القيادي بحزب مصر، بمناسبة صدور أولى روايه
POS,امير عيد هو اللي فعلا يتقال عليه ستريكر صريح
POS,الصداقة تزرع الحياة أزهارًا
POS,أن الدكتور عبد المنعم أبو الفتوح الأكثر اعتدالاً سياسيًا وديننًا، كما أنه اجتهد فى مقاصد الشريعة
POS,إلى زملائي المحامين الراغبين في الانضمام لمبادرة سامعين صوتك  يسعدنا اشتراككم
POS,يجب أن نثق في قدرات المرأة فهي دائماً جزء من النجاح، من غير المرأة لن تكون هناك
POS,أسم فيلم بتحبه أسف على الإزعاج
POS,لسان العرب بين الألسنة كزمن الربيع بين الأزمنة
POS,بورك لك في المولود أدعو الله ان يجمع شمل الأسرة في بيتهم الطيب و يجعل من خالد نعم الإبن لنعم الأبوين
POS,جمهورية مصر الطبيعية جمهورية ديمقراطية حقيقية جمهورية مدنية تحمي حقوق المواطنة و المساواة و العدل
POS,حولني الى مهوسه بها حولت البيت الي معرض الكتاب ممتنه لك جدا استاذي
POS,محبين البرنامج بيزيدوا
POS,لا أبدا أنا مسرور من كلامك
POS,وكامل الاحترام عباس اللي مسك لسانه وما شتمش
POS,خلق جميل نقول الحمد لله على كل حاجة لأن ربنا مش بيعمل حاجة وحشة أبدا
POS,النهارده ، في تحقيق استقصائي عبقري عن الفساد في البورصة في المصري
POS,الكلاب أوفياء رجاء عدم إهانتهم
POS,أعجبني فيديو على صاحبة السعادة
POS,الله يبارك فيك الحمدلله شدو الرحال من لندن الى ليفربول كانو واثقين خلفهم العظيم مورينهو
POS,المناضل حمدين صباحي سيظل يناضل ويناضل حتى يجد نفسه محكوما عليه بالإعدام بتهمة ممارسة النضال في مكان عام وبكرة تشوفوا
POS,ربنا يبارك فيكم
POS,تذكرنا النبيل مصطفى نبيل كاتبنا الكبير وهو حي يرزق ونتمنى أن يتذكره باحثو الإعلام
POS,و أعتز بمصريتى و صعيدتى
POS,ابراهيم صلاح ضحى ب 3 مليون من الهلال السعودى او اتحاد جدة ، وإختار الزمالك
POS,سنسمو على خلافاتنا السياسية والحزبية وسنعلى فقط المصلحة الوطنية ستنتصر ثورتنا وستكون مصر قوية بإذن الله
POS,الاهلي اسلوب حياة
POS,الله ينور عليك يا دكتور هو ده التفكير اللى عايزينه
POS,ليس بمقدور احد ان يعيد المصريين الى حظيرة الخوف لقد الثورة كسرت حاجز الخوف الى الأبد لن نتراجع عن مطالب الثورة ولو صدر ضدنا الف حكم
POS,نهنئ الدكتور عبد المنعم أبو الفتوح بتأسيس حزب  مصر القوية ، وندعو له بالتوفيق وبأن يكون هذا الحزب خطوة نحو بناء
POS,ألف شكر
POS,وحياة قلبي وأفراحه️
POS,لأول مره في حياتي متشرف أني أكون في مدينه  المحله الكبري لأحياء احد الأفراح بعد قليل
POS,حاجة تستاهل الحمد كل حاجه ف حياتنا اكيد
POS,ولما تبص حواليك هتعرف انك احسن من ناس كتير عشان كده لازم تقول  الحمد لله
POS,طب والله من غير مبالغة لفيت العالم مالقيت مثيله وأتوسل إليكي ماتحطميش أسطورتي الخاصة
POS,النصر الفيصلي عظيم بجمهورك الله يسعد الحاضرين كلهم والغايبين
POS,عدت من الاسماعلية منذ قليل بعد يوم حافل ختمته بمؤتمر جماهيري دفء مشاعر أهل الاسماعلية هون برودة الجو
POS,أحسن حاجة في أغنية السكة شمال هيا ايه ايه ايه ايه  اللي أمير بيقولها قبل ما بيغني علي طول
POS,انت  قصة عشق لا يفهمها الا النجوانيون
POS,يتقدم الشعب المصري بخالص الشكر والامتنان للمشير السيسي لمجهوده الجبار في حل النزاع الوطني بين مرتضي منصور واحمد شوبير  هاشتاج
POS,السنين الحلوه بتعدى قوام و آنتآ آسمك فى آلتآريخ بالنور مكتوب بو تريكة
POS,الدراما المصرية في تقدم مبهر مسلسل نيران صديقة راااائع جداً جداً
POS,قصه قصيرة : عرف ربه فأحبه فعاش سعيداً
POS,انا  مسلم وبفتخر
POS,اختيار الدكتور عمرو خالد، ضمن أكثر 10 شخصيات تأثيرًا في العمل الاجتماعي في مصر لعام 2012
POS,دعوه للتفاؤل الحياة بتفاؤل و امل
POS,أحبك الذي أحببتنى فيه
POS,ابتسم فإن هناك من يحبك يعتني بك يحميك ينصرك يسمعك يراك هو الرحمن الرحيم
POS,نفسي اوى اشوف مسلسل  يوميات ونيس :
POS,انت الوحيد اللي قلبي يبتسم لحكيك من جماله
POS,لمصر شعب يحميها رب أجعل هذا البلد آمنا مطمئنا
POS,سيادة الرئيس، أنا أحترمك بقدر احترامك للمحكمة الدستورية
POS,مايكل أوين: أعتقد أن أعظم لاعب لعب لـ ريال مدريد في كل العصور هو كريستيانو رونالدو، يليه بوشكاش ة
POS,عايز اقولك بحبك من زمان جدا
POS,تحية لشباب ٦ إبريل على جهدهم غير المسبوق في توعية الشعب من خطر عودة الفلول وتحية أخرى لهم على الحملة الرائعة
POS,تحية لرئيس جمهورية فنزويلا الذي انحاز بقرار إعادة سفير بلاده للقاهرة لثورة مصر وارادة شعبها وأكد على متانة وعمق العلاقات بين الشعبين
POS,من لا يعرف قدر المستشار مكي وقضاة الاستقلال الأجلاء عليه ان يعود الى معركتهم العظيمة في عام 2005 ضد نظام مبارك ليعرف دورهم التاريخي للوطن
POS,خلق جميل ثقافة الحوار وتقبل الرأي الاخر
POS,الحياة مصر تهنئكم بقدوم عيد الفطر المبارك كل عام وانتم بخير
POS,نهنئ الشعب المصري والأمة العربية بشهر رمضان وليكن هذا الشهر فرصة للمصالحة ولتوحيد الصف وحقن الدماء
POS,تسلم الايادي يا جيش بلادي و يا شعب بلادي
POS,حامدين، راضين، عليك متوكلين لك الحمّد
POS,أخص بالشكر د محمد البلتاجى الذى المت به أزمة صحية لجهوده فى تجميع الصف الوطنى لتأسيسية الدستور وأسألكم الدعاء لرجل وطنى بحق
POS,عندى قمر بسهر معاه
POS,رحم الله الحاضر الغائب أيقونة النضال الفلسطينى محمود درويش ، تحية ودعاء فى ذكراه
POS,فى عظمتك ملقتش كتييييير بتكسب و تفرح الملايين الاهلى
POS,متعودتش اشوف ف الناس غير الجمال
POS,ﻛﻞ عام و انتم بخير تعرفوا علي مظاهر فرحه عيد الفطر المبارك من خلال البوم صور
POS,بسمة أمل جديدة مع لذة العطاء
POS,فخور أني مصري اولا و اخيرا
POS,يا شعب مصر العظيم أيها القائد والمعلم كم أنا فخور بشرف الانتماء لك
POS,السعاده ان تجد روحآ تشبهك بكل شي
POS,احضن اللى بتحبه بكلامك  قوله كلمة حلوة فجأة
POS,تحية لصحفيي الدستور وشبابه في اعتصامهم من أجل حق الشعب في صحافة حرة، ولتمسكهم بقائدهم الوطني إبراهيم عيسى و بالدستور  كصحيفة مستقلة
POS,بنات عمارة انت الامل فى العيون
POS,شكرا قطر دولة كسبت إحترام الشرفاء بمواقفها وذكائها من خلال وقوفها مع الشعوب فالكل زائلون ومن يبقى الشعوب
POS,اﻷهلى هو اللى دايما مفرحنى الحمد لله على نعمة انى أهلاوى
POS,خلق جميل الاحسان الى الجار
POS,سيدنا النبي كان طيب الرائحة، وإذا صافحه أحد ظل بيده عطره سائر اليوم صلى الله عليك يا سيدي يا رسول الله
POS,صوره جميله لعشب استاد الامارات ارسنال
POS,مبرووووك لسواريز فاز بجائزة أوسكار بعد آدائه الرائع في عدت أفلام
POS,ذكرى استعادة  سيناء ستمثل عيدا للعسكرية والدبلوماسية المصرية
POS,هتحبك لو صحتها من النوم علشان تقولها بحبك
POS,يا رب لك الحمد أن جمعت شمل أسرتي
POS,في الطريق إلى أسوان لأول مرة منذ أكثر من 15 عاما بدعوة كريمة من الدكتور مجدي يعقوب لحضور افتتاح المبنى الجديد بمستشفى القلب هناك
POS,يجب أن نبدأ حملة توعية لحث الناس على التصويت بكثرة
POS,الواحد كان مخنوق و فرفش
